1,คหกรรมศาสตร์,15,2.5,วิทย์-คณิต,x̅,-,-,-,-,-,-,-,-,-,/,/,/,/,/,∑x̅,16,-,-,-
119,การเงิน,35,2,-,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
120,การจัดการ,35,3,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,∑x̅+40,16,-,-,-
121,การจัดการการผลิต,6,2.5,วิทย์-คณิต,/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,∑x̅,16,-,-,-
122,การจัดการการผลิต,4,3,ศิลป์-คำนวณ,/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,∑x̅,16,-,-,-
123,การตลาด,40,2.75,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
124,บัญชี,80,3,-,180,x̅+30,-,-,-,-,-,-,-,-,x̅,x̅,-,-,-,∑x̅+40,16,-,-,-
125,บัญชี (ภาคพิเศษ),80,2.75,-,150,x̅+30,-,-,-,-,-,-,-,-,x̅,x̅,-,-,-,∑x̅+40,16,-,-,-
126,เทคนิคการสัตวแพทย์,45,2.5,วิทย์-คณิต,/,-,-,-,-,-,-,GAT ตอน 2≥40,-,-,/,/,/,/,/,∑x̅,16,-,-,-
127,การพยาบาลสัตว์,45,2.5,วิทย์-คณิต,/,-,-,-,-,-,-,GAT ตอน 2≥40,-,-,/,/,/,/,/,∑x̅,16,-,-,-
128,การพยาบาลสัตว์ (ภาคพิเศษ),40,2.5,วิทย์-คณิต,/,-,-,-,-,-,-,GAT ตอน 2≥40,-,-,/,/,/,/,/,∑x̅,16,-,-,-
129,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต,20,-,-,/,-,/,-,/,-,-,สัดส่วนวิชาGAT = 20%PAT 2 = 10%PAT 4 = 50%,-,-,-,-,-,-,-,-,20,20,20,"สัดส่วนวิชา03, 04, 05 = 20%"
130,หลักสูตรภูมิสถาปัตยกรรมศาสตรบัณฑิต,30,-,-,/,-,/,-,/,-,-,สัดส่วนวิชาGAT = 20%PAT 2 = 10%PAT 4 = 50%,-,-,-,-,-,-,-,-,20,20,20,"สัดส่วนวิชา03, 04, 05 = 20%"
131,หลักสูตรวิทยาศาสตรบัณฑิต (สถาปัตยกรรม),10,-,-,/,-,-,-,/,-,-,สัดส่วนวิชาGAT = 20%PAT 4 = 50%,-,-,-,-,-,-,-,-,20,25,25,"สัดส่วนวิชา03, 04, 05 = 30%"
132,วิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,30,2.5,วิทย์-คณิต,/,-,-,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
133,เครื่องจักรกลและเมคคาทรอนิกส์เกษตร,5,-,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
134,สัตวศาสตร์,5,-,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
135,เทคโนโลยีชีวภาพทางการเกษตร,5,-,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
136,เกษตรศาสตร์ (ยังไม่สังกัดสาขา),10,-,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
137,วิศวกรรมเกษตร,10,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
138,วิศวกรรมเครื่องกล,10,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
139,วิศวกรรมโยธา-ชลประทาน,7,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
140,วิศวกรรมโยธา,20,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
141,วิศวกรรมการอาหาร,20,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
142,วิศวกรรมอุตสาหการ-โลจิสติกส์,14,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
143,วิศวกรรมคอมพิวเตอร์,15,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
144,วิศวกรรมเกษตร (ภาคพิเศษ),10,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
145,วิศวกรรมเครื่องกล (ภาคพิเศษ),20,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
146,วิศวกรรมโยธา (ภาคพิเศษ),20,-,วิทย์-คณิต,/,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,16,-,-,-
147,เกษตรและสิ่งแวดล้อมศึกษา (หลักสูตร 4 ปี),10,-,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,/,-,-,/,/,-,16,-,-,-
148,พลศึกษาและสุขศึกษา (หลักสูตร 5 ปี),-,-,-,/,-,-,-,-,/,-,-,/,/,/,-,-,-,-,-,16,-,-,-
149,ภาษาอังกฤษศึกษา (หลักสูตร 5 ปี),-,-,-,/,-,-,-,-,/,-,-,/,/,/,-,-,-,-,-,16,-,-,-
150,คณิตศาสตร์ศึกษา (หลักสูตร 5 ปี),-,-,วิทย์-คณิต,/,/,-,-,-,/,-,-,-,-,/,/,-,-,-,-,16,-,-,-
151,วิทยาศาสตร์ศึกษา (หลักสูตร 5 ปี),-,-,วิทย์-คณิต,/,-,-,-,-,/,-,-,-,-,/,/,/,/,/,-,16,-,-,-
152,ภาษาอังกฤษ,10,-,-,/,-,-,-,-,-,-,-,/,/,/,-,-,-,-,-,16,-,-,-
153,ภาษาอังกฤษ (ภาคพิเศษ),25,-,-,/,-,-,-,-,-,-,-,/,/,/,-,-,-,-,-,16,-,-,-
154,วิทยาการคอมพิวเตอร์,20,2.5,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
155,วิทยาการคอมพิวเตอร์ (ภาคพิเศษ),20,2.25,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
156,วิทยาศาสตร์ชีวภาพ,25,2,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
157,เทคโนโลยีสารสนเทศ,15,2.25,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
158,เทคโนโลยีสารสนเทศ (ภาคพิเศษ),30,2,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
159,เคมี,25,2.5,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
160,ฟิสิกส์,10,2,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
161,การจัดการ,25,-,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
162,การจัดการ (ภาคพิเศษ),25,-,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
163,จุลชีววิทยา,20,2,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
164,การตลาด,35,2.75,-,/,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
165,การตลาด (ภาคพิเศษ),30,2.75,-,/,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
166,คณิตศาสตร์ประยุกต์,10,2.25,วิทย์-คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
167,การจัดการโรงแรมและท่องเที่ยว,15,2,-,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
168,การจัดการโรงแรมและท่องเที่ยว (ภาคพิเศษ),60,2,-,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
169,การบัญชีบริหาร,10,-,-,/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
170,การบัญชีบริหาร (ภาคพิเศษ),10,-,-,/,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
171,ภาษาตะวันออก,10,2.75,-,/,-,-,-,-,-,/,-,-,-,-,-,-,-,-,-,16,-,-,-
172,ภาษาอังกฤษเพื่ออุตสาหกรรมบริการ,5,2.5,-,/,-,-,-,-,-,/,-,-,-,-,-,-,-,-,-,16,-,-,-
173,นวัตกรรมการท่องเที่ยว,26,2.5,-,/,-,-,-,-,-,/,-,-,-,-,-,-,-,-,-,16,-,-,-
174,การจัดการธุรกิจการบิน,5,2.5,-,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
175,การโรงแรมและภัตตาคาร,6,2.5,-,/,-,-,-,-,-,/,-,-,-,-,-,-,-,-,-,16,-,-,-
176,วิทยาศาสตร์การกีฬาและการออกกำลังกาย,10,-,-,/,-,/,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
177,วิทยาศาสตร์การกีฬาและการออกกำลังกาย (ภาคพิเศษ),10,-,-,/,-,/,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
178,เศรษฐศาสตร์,80,-,วิทย์-คณิต/ศิลป์-คำนวณ,/,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
179,เศรษฐศาสตร์ (ภาคพิเศษ),50,-,วิทย์-คณิต/ศิลป์-คำนวณ,/,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
180,วิศวกรรมต่อเรือและเครื่องกลเรือ,20,2.5,วิทย์ - คณิต,/,/,-,/,-,-,-,-,/,/,/,/,/,/,-,-,16,-,-,-
181,วิทยาศาสต์การเดินเรือ,20,2.5,วิทย์ - คณิต,/,/,/,-,-,-,-,-,/,/,/,/,/,/,-,-,16,-,-,-
182,การขนส่งทางทะเล,20,2.5,วิทย์ทุกสาย,/,/,/,-,-,-,-,-,/,/,/,/,/,/,-,-,16,-,-,-
183,การจัดการ,40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
184,การตลาด,40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
185,ธุรกิจระหว่างประเทศ,40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
186,การจัดการโรงแรมและท่องเที่ยว,40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
187,การจัดการโลจิสติกส์,40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
188,การบัญชีบริหาร,40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
189,การเงินและการลงทุน ,40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
190,การจัดการ (ภาคพิเศษ),40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
191,การตลาด (ภาคพิเศษ),40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
192,ธุรกิจระหว่างประเทศ (ภาคพิเศษ),40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
193,การจัดการโรงแรมและท่องเที่ยว (ภาคพิเศษ),40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
194,การจัดการโลจิสติกส์ (ภาคพิเศษ),40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
195,การบัญชีบริหาร (ภาคพิเศษ),40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
196,การเงินและการลงทุน (ภาคพิเศษ),40,2,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,-,-,-,-,-,x̅,/,/,/,/,-,-,-,∑x̅,16,-,-,-
197,คณิตศาสตร์ประยุกต์,20,-,วิทย์ - คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
198,เคมี,30,-,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
199,วิทยาการคอมพิวเตอร์,30,-,วิทย์ - คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
200,เทคโนโลยีสารสนเทศ,25,-,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
201,ฟิสิกส์,10,-,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
202,วิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,25,-,วิทย์ - คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
203,วิทยาการคอมพิวเตอร์ (ภาคพิเศษ),20,-,วิทย์ - คณิต,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
204,เทคโนโลยีสารสนเทศ (ภาคพิเศษ),20,-,วิทย์-คณิต/ศิลป์-คำนวณ,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-
205,วิศวกรรมคอมพิวเตอร์และสารสนเทศศาสตร์,30,2,วิทย์ - คณิต,90,30,-,60,-,-,-,GAT ตอน 2≥30,-,-,-,-,-,-,-,-,20,-,-,-
206,วิศวกรรมเครื่องกลและการออกแบบ,25,2,วิทย์ - คณิต,90,30,-,60,-,-,-,GAT ตอน 2≥30,-,-,-,-,-,-,-,-,20,-,-,-
207,วิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์,30,2,วิทย์ - คณิต,90,30,-,60,-,-,-,GAT ตอน 2≥30,-,-,-,-,-,-,-,-,20,-,-,-
208,วิศวกรรมโยธา,15,2,วิทย์ - คณิต,90,30,-,60,-,-,-,GAT ตอน 2≥30,-,-,-,-,-,-,-,-,20,-,-,-
209,วิศวกรรมอุตสาหการและระบบ,25,2,วิทย์ - คณิต,90,30,-,60,-,-,-,GAT ตอน 2≥30,-,-,-,-,-,-,-,-,20,-,-,-
210,วิศวกรรมเครื่องกลและระบบการผลิต (ภาคพิเศษ),15,2,วิทย์ - คณิต,90,30,-,60,-,-,-,GAT ตอน 2≥30,-,-,-,-,-,-,-,-,20,-,-,-
211,ทรัพยากรเกษตร,5,2.5,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,∑x̅,16,-,-,-
212,ทรัพยากรเกษตรและการจัดการการผลิต,5,2.5,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,∑x̅,16,-,-,-
213,เทคโนโลยีการอาหาร,5,2.5,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,∑x̅,16,-,-,-
214,อาหารปลอดภัยและโภชนาการ,5,2.5,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,∑x̅,16,-,-,-
215,ประมง,5,2.5,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,∑x̅,16,-,-,-
216,สัตวศาสตร์,5,2.5,วิทย์ - คณิต,-,-,-,-,-,-,-,-,-,-,/,/,/,/,/,∑x̅,16,-,-,-
217,เทคโนโลยีสารสนเทศ,30,2.5,วิทย์-คณิต/ศิลป์-คำนวณ,-,-,/,-,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
218,วิศวกรรมเครื่องกลและการผลิต,5,2.5,วิทย์-คณิต,-,-,-,/,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
219,วิศวกรรมไฟฟ้า,5,2.75,วิทย์-คณิต,-,-,-,/,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
220,วิศวกรรมโยธา,5,2.5,วิทย์-คณิต,-,-,-,/,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
221,เคมีประยุกต์,30,2.5,วิทย์-คณิต,-,-,/,-,-,-,-,-,-,-,/,/,-,/,/,50,16,-,-,-
222,วิทยาการคอมพิวเตอร์,30,2.5,วิทย์-คณิต/ศิลป์-คำนวณ,-,-,/,-,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
223,วิศวกรรมคอมพิวเตอร์,5,2.75,วิทย์-คณิต,-,-,-,/,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
224,วิศวกรรมอุตสาหการ,5,2.7,วิทย์-คณิต,-,-,-,/,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
225,วิศวกรรมไฟฟ้า (ภาคพิเศษ),10,2,วิทย์-คณิต/อาชีวศึกษา,-,-,-,/,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
226,วิศวกรรมโยธา (ภาคพิเศษ),5,2,วิทย์-คณิต/อาชีวศึกษา,-,-,-,/,-,-,-,-,-,-,/,/,/,-,-,50,16,-,-,-
227,การจัดการ,30,2.5,"วิทย์-คณิต/ศิลป์-คำนวณ/
ศิลป์-ภาษา/ศิลป์-สังคม/
อาชีวศึกษา",/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,120,16,-,-,-
228,การบัญชี,20,3,"วิทย์-คณิต/ศิลป์-คำนวณ/
ศิลป์-ภาษา/อาชีวศึกษา",/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,120,16,-,-,-
229,การตลาด,20,2.5,"วิทย์-คณิต/ศิลป์-คำนวณ/
ศิลป์-ภาษา/ศิลป์-สังคม/
อาชีวศึกษา",/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,120,16,-,-,-
230,การจัดการโรงแรมและท่องเที่ยว,30,2.75,"วิทย์-คณิต/ศิลป์-คำนวณ/
ศิลป์-ภาษา/ศิลป์-สังคม/
อาชีวศึกษา",/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,120,16,-,-,-
231,ภาษาอังกฤษ,50,3,"วิทย์-คณิต/ศิลป์-คำนวณ/
ศิลป์-ภาษา/ศิลป์-สังคม/
ศิลป์-พละ/อาชีวศึกษา",/,-,-,-,-,-,-,-,/,/,/,-,-,-,-,90,16,-,-,-
232,การเงิน,40,3,"วิทย์-คณิต/ศิลป์-คำนวณ/
อาชีวศึกษา",/,/,-,-,-,-,-,-,/,/,/,/,-,-,-,120,16,-,-,-
233,รัฐประศาสนศาสตร์,40,2.75,"วิทย์-คณิต/ศิลป์-คำนวณ/
ศิลป์-ภาษา/ศิลป์-สังคม/
อาชีวศึกษา",/,-,-,-,-,-,-,-,/,/,/,-,-,-,-,90,16,-,-,-
234,นิติศาสตร์,40,2.5,"วิทย์-คณิต/ศิลป์-คำนวณ/
ศิลป์-ภาษา/ศิลป์-สังคม/
อาชีวศึกษา",/,-,-,-,-,-,-,-,/,/,/,-,-,-,-,90,16,-,-,-
235,การจัดการโรงแรมและท่องเที่ยว,30,-,-,/,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
236,การจัดการโรงแรมและท่องเที่ยว (ภาคพิเศษ),30,-,-,/,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,16,-,-,-
237,วิศวกรรมโยธา-ชลประทาน,40,3,วิทย์-คณิต,/,/,-,/,-,-,-,-,-,-,/,/,/,-,-,150,16,-,-,-
238,โครงการบัณฑิตพันธุ์ใหม่ (ศาสตร์แห่งแผ่นดิน),40,-,-,x̅,-,x̅,-,-,-,-,-,-,-,/,/,/,/,/,-,16,-,-,-
